City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
195,Broken Hill,-31.95,141.4333,60.8,36,0,12.66,AU,2021-03-03 22:58:16
196,West Bay,19.3667,-81.4167,84.2,65,20,6.91,KY,2021-03-03 23:01:58
197,Tautira,-17.7333,-149.15,86.0,70,20,11.5,PF,2021-03-03 23:01:59
198,Sol-Iletsk,51.1631,54.9918,18.14,97,90,9.6,RU,2021-03-03 23:01:59
199,Wanaka,-44.7,169.15,57.27,58,62,5.75,NZ,2021-03-03 23:01:59
200,Houma,29.5958,-90.7195,63.0,51,1,5.75,US,2021-03-03 22:57:35
201,Tigil,57.8,158.6667,-2.45,84,98,23.85,RU,2021-03-03 23:02:00
202,Savannakhet,16.566,104.751,70.14,86,66,4.7,LA,2021-03-03 23:01:43
203,Coquimbo,-29.9533,-71.3436,66.2,77,40,10.36,CL,2021-03-03 23:02:00
204,Dracena,-21.4843,-51.535,74.7,80,24,4.41,BR,2021-03-03 23:02:01
205,Alofi,-19.0595,-169.9187,84.2,84,40,8.05,NU,2021-03-03 23:02:01
206,Sola,-13.8833,167.55,79.72,88,100,31.36,VU,2021-03-03 23:01:08
207,Tignere,7.3667,12.65,69.35,23,58,2.57,CM,2021-03-03 23:02:01
208,Brae,60.3964,-1.353,37.4,70,63,17.27,GB,2021-03-03 23:02:01
209,Kavieng,-2.5744,150.7967,82.35,76,99,9.42,PG,2021-03-03 23:02:02
210,Belyy Yar,53.6039,91.3903,1.4,92,91,6.33,RU,2021-03-03 23:02:02
211,Mount Gambier,-37.8333,140.7667,59.0,67,90,9.22,AU,2021-03-03 23:02:02
212,Robertsport,6.7533,-11.3686,80.2,88,54,8.01,LR,2021-03-03 23:02:03
213,Pangnirtung,66.1451,-65.7125,-5.8,84,90,2.3,CA,2021-03-03 23:02:03
214,Kudahuvadhoo,2.6708,72.8944,81.19,69,0,15.61,MV,2021-03-03 23:02:04
215,Karpogory,64.0019,44.4451,11.59,97,94,4.92,RU,2021-03-03 23:02:04
216,Aykhal,66.0,111.5,-34.33,78,0,3.33,RU,2021-03-03 23:01:15
217,Mezhdurechensk,53.6942,88.0603,12.51,95,100,3.36,RU,2021-03-03 22:58:10
218,Lavrentiya,65.5833,-171.0,-12.26,84,5,3.22,RU,2021-03-03 23:02:05
219,Newport,51.5877,-2.9984,46.0,93,95,8.1,GB,2021-03-03 23:02:05
220,Tarnalelesz,48.05,20.1833,41.49,69,0,2.86,HU,2021-03-03 23:02:06
221,San Cristobal,7.7669,-72.225,82.4,57,40,9.22,VE,2021-03-03 23:02:06
222,Jawhar,2.7809,45.5005,73.11,87,20,10.74,SO,2021-03-03 23:02:06
223,Peniche,39.3558,-9.3811,59.0,86,100,4.72,PT,2021-03-03 23:02:07
224,Fengzhen,40.4394,113.1536,29.39,89,0,2.98,CN,2021-03-03 23:02:07
225,Pisco,-13.7,-76.2167,82.4,61,0,17.27,PE,2021-03-03 23:02:07
